season,round,circuit_id,weather_warm,weather_cold,weather_dry,weather_wet,weather_cloudy,driver,nationality,constructor,grid,podium,driver_points,driver_wins,driver_standings_pos,constructor_points,constructor_wins,constructor_standings_pos,qualifying_time,driver_age
2014,6,monaco,False,False,False,False,False,rosberg,German,mercedes,1,1,97,1,2,197,5,1,0.0,28
2014,6,monaco,False,False,False,False,False,hamilton,British,mercedes,2,2,100,4,1,197,5,1,0.059,29
2014,6,monaco,False,False,False,False,False,ricciardo,Australian,red_bull,3,3,39,0,5,84,0,2,0.395,24
2014,6,monaco,False,False,False,False,False,vettel,German,red_bull,4,20,45,0,4,84,0,2,0.558,26
2014,6,monaco,False,False,False,False,False,alonso,Spanish,ferrari,5,4,49,0,3,66,0,3,0.697,32
2014,6,monaco,False,False,False,False,False,raikkonen,Finnish,ferrari,6,12,17,0,11,66,0,3,1.4,34
2014,6,monaco,False,False,False,False,False,vergne,French,toro_rosso,7,17,4,0,14,8,0,7,1.551,24
2014,6,monaco,False,False,False,False,False,kevin_magnussen,Danish,mclaren,8,10,20,0,9,43,0,6,1.566,21
2014,6,monaco,False,False,False,False,False,kvyat,Russian,toro_rosso,9,19,4,0,15,8,0,7,2.101,20
2014,6,monaco,False,False,False,False,False,perez,Mexican,force_india,10,21,20,0,10,57,0,4,2.338,24
2014,6,monaco,False,False,False,False,False,hulkenberg,German,force_india,11,5,37,0,6,57,0,4,1.857,26
2014,6,monaco,False,False,False,False,False,button,British,mclaren,12,6,23,0,8,43,0,6,1.999,34
2014,6,monaco,False,False,False,False,False,bottas,Finnish,williams,13,16,34,0,7,46,0,5,2.093,24
2014,6,monaco,False,False,False,False,False,grosjean,French,lotus_f1,14,8,4,0,13,4,0,8,2.207,28
2014,6,monaco,False,False,False,False,False,maldonado,Venezuelan,lotus_f1,15,22,0,0,20,4,0,8,2.367,29
2014,6,monaco,False,False,False,False,False,gutierrez,Mexican,sauber,17,15,0,0,17,0,0,9,2.752,22
2014,6,monaco,False,False,False,False,False,sutil,German,sauber,18,18,0,0,16,0,0,9,2.756,31
2014,6,monaco,False,False,False,False,False,chilton,British,marussia,19,14,0,0,18,0,0,10,3.939,23
2014,6,monaco,False,False,False,False,False,kobayashi,Japanese,caterham,20,13,0,0,19,0,0,11,4.144,27
2014,6,monaco,False,False,False,False,False,jules_bianchi,French,marussia,21,9,0,0,22,0,0,10,3.343,24
