season,round,circuit_id,weather_warm,weather_cold,weather_dry,weather_wet,weather_cloudy,driver,nationality,constructor,grid,podium,driver_points,driver_wins,driver_standings_pos,constructor_points,constructor_wins,constructor_standings_pos,qualifying_time,driver_age
2008,11,hungaroring,False,False,False,False,False,hamilton,British,mclaren,1,5,58,4,1,86,4,3,0.0,23
2008,11,hungaroring,False,False,False,False,False,kovalainen,Finnish,mclaren,2,1,28,0,6,86,4,3,0.241,26
2008,11,hungaroring,False,False,False,False,False,massa,Brazilian,ferrari,3,17,54,3,2,105,5,1,0.292,27
2008,11,hungaroring,False,False,False,False,False,kubica,Polish,bmw_sauber,4,8,48,1,4,89,1,2,0.382,23
2008,11,hungaroring,False,False,False,False,False,glock,German,toyota,5,2,5,0,16,25,0,4,0.427,26
2008,11,hungaroring,False,False,False,False,False,raikkonen,Finnish,ferrari,6,3,51,2,3,105,5,1,0.617,28
2008,11,hungaroring,False,False,False,False,False,alonso,Spanish,renault,7,4,13,0,9,23,0,6,0.799,27
2008,11,hungaroring,False,False,False,False,False,webber,Australian,red_bull,8,9,18,0,8,24,0,5,0.833,31
2008,11,hungaroring,False,False,False,False,False,trulli,Italian,toyota,9,7,20,0,7,25,0,4,0.868,34
2008,11,hungaroring,False,False,False,False,False,piquet_jr,Brazilian,renault,10,6,10,0,11,23,0,6,1.472,23
2008,11,hungaroring,False,False,False,False,False,vettel,German,toro_rosso,11,20,6,0,15,8,0,9,-0.755,21
2008,11,hungaroring,False,False,False,False,False,button,British,honda,12,12,3,0,17,14,0,8,-0.567,28
2008,11,hungaroring,False,False,False,False,False,coulthard,British,red_bull,13,11,6,0,14,24,0,5,-0.397,37
2008,11,hungaroring,False,False,False,False,False,heidfeld,German,bmw_sauber,15,10,41,0,5,89,1,2,0.146,31
2008,11,hungaroring,False,False,False,False,False,nakajima,Japanese,williams,16,13,8,0,13,16,0,7,0.186,23
2008,11,hungaroring,False,False,False,False,False,barrichello,Brazilian,honda,17,16,11,0,10,14,0,8,0.433,36
2008,11,hungaroring,False,False,False,False,False,fisichella,Italian,force_india,18,15,0,0,19,0,0,10,0.771,35
2008,11,hungaroring,False,False,False,False,False,bourdais,French,toro_rosso,19,18,2,0,18,8,0,9,0.064,29
2008,11,hungaroring,False,False,False,False,False,sutil,German,force_india,20,19,0,0,21,0,0,10,1.214,25
