season,round,circuit_id,weather_warm,weather_cold,weather_dry,weather_wet,weather_cloudy,driver,nationality,constructor,grid,podium,driver_points,driver_wins,driver_standings_pos,constructor_points,constructor_wins,constructor_standings_pos,qualifying_time,driver_age
1996,15,estoril,True,False,False,False,False,damon_hill,British,williams,1,2,81,7,1,149,10,1,0.0,36
1996,15,estoril,True,False,False,False,False,villeneuve,Canadian,williams,2,1,68,3,2,149,10,1,0.009,25
1996,15,estoril,True,False,False,False,False,alesi,French,benetton,3,4,44,0,4,61,0,2,0.758,32
1996,15,estoril,True,False,False,False,False,michael_schumacher,German,ferrari,4,3,49,3,3,58,3,3,0.906,27
1996,15,estoril,True,False,False,False,False,berger,Austrian,benetton,5,6,17,0,7,61,0,2,0.963,37
1996,15,estoril,True,False,False,False,False,irvine,British,ferrari,6,5,9,0,10,58,3,3,1.032,30
1996,15,estoril,True,False,False,False,False,hakkinen,Finnish,mclaren,7,17,27,0,5,45,0,4,1.31,27
1996,15,estoril,True,False,False,False,False,coulthard,British,mclaren,8,13,18,0,6,45,0,4,1.736,25
1996,15,estoril,True,False,False,False,False,barrichello,Brazilian,jordan,9,20,14,0,8,20,0,5,1.875,24
1996,15,estoril,True,False,False,False,False,brundle,British,jordan,10,9,6,0,12,20,0,5,1.994,37
1996,15,estoril,True,False,False,False,False,frentzen,German,sauber,11,7,6,0,11,10,0,7,1.995,29
1996,15,estoril,True,False,False,False,False,herbert,British,sauber,12,8,4,0,14,10,0,7,2.325,32
1996,15,estoril,True,False,False,False,False,salo,Finnish,tyrrell,13,11,5,0,13,5,0,8,2.435,29
1996,15,estoril,True,False,False,False,False,katayama,Japanese,tyrrell,14,12,0,0,17,5,0,8,2.683,33
1996,15,estoril,True,False,False,False,False,panis,French,ligier,15,10,13,1,9,15,1,6,2.725,30
1996,15,estoril,True,False,False,False,False,verstappen,Dutch,footwork,16,18,1,0,16,1,0,9,3.201,24
1996,15,estoril,True,False,False,False,False,rosset,Brazilian,footwork,17,14,0,0,18,1,0,9,3.9,28
1996,15,estoril,True,False,False,False,False,diniz,Brazilian,ligier,18,19,2,0,15,15,1,6,3.963,26
1996,15,estoril,True,False,False,False,False,lamy,Portuguese,minardi,19,16,0,0,20,0,0,10,4.18,24
1996,15,estoril,True,False,False,False,False,lavaggi,Italian,minardi,20,15,0,0,22,0,0,10,5.282,38
