season,round,circuit_id,weather_warm,weather_cold,weather_dry,weather_wet,weather_cloudy,driver,nationality,constructor,grid,podium,driver_points,driver_wins,driver_standings_pos,constructor_points,constructor_wins,constructor_standings_pos,qualifying_time,driver_age
1989,12,monza,True,False,False,False,False,senna,Brazilian,mclaren,1,13,51,5,2,113,8,1,0.0,29
1989,12,monza,True,False,False,False,False,berger,Austrian,ferrari,2,2,0,0,0,38,2,3,1.014,30
1989,12,monza,True,False,False,False,False,mansell,British,ferrari,3,14,38,2,3,38,2,3,1.019,36
1989,12,monza,True,False,False,False,False,prost,French,mclaren,4,1,62,3,1,113,8,1,1.79,34
1989,12,monza,True,False,False,False,False,patrese,Italian,williams,5,4,25,0,4,45,1,2,1.825,35
1989,12,monza,True,False,False,False,False,boutsen,Belgian,williams,6,3,20,1,5,45,1,2,2.435,32
1989,12,monza,True,False,False,False,False,alliot,French,larrousse,7,25,0,0,0,0,0,16,3.265,35
1989,12,monza,True,False,False,False,False,nannini,Italian,benetton,8,16,14,0,6,19,0,4,3.332,30
1989,12,monza,True,False,False,False,False,pirro,Italian,benetton,9,26,0,0,27,19,0,4,3.677,27
1989,12,monza,True,False,False,False,False,alesi,French,tyrrell,10,5,3,0,17,10,0,6,3.679,25
1989,12,monza,True,False,False,False,False,piquet,Brazilian,team_lotus,11,19,9,0,7,9,0,7,3.788,37
1989,12,monza,True,False,False,False,False,brundle,British,brabham,12,6,1,0,24,5,0,9,3.907,30
1989,12,monza,True,False,False,False,False,alboreto,Italian,larrousse,13,23,6,0,9,0,0,16,4.083,32
1989,12,monza,True,False,False,False,False,palmer,British,tyrrell,14,20,1,0,23,10,0,6,4.102,32
1989,12,monza,True,False,False,False,False,martini,Italian,minardi,15,7,2,0,19,3,0,13,4.203,28
1989,12,monza,True,False,False,False,False,warwick,British,arrows,16,21,6,0,10,12,0,5,4.372,35
1989,12,monza,True,False,False,False,False,cesaris,Italian,dallara,17,12,4,0,12,8,0,8,4.409,30
1989,12,monza,True,False,False,False,False,capelli,Italian,march,18,17,0,0,28,4,0,10,4.71,26
1989,12,monza,True,False,False,False,False,satoru_nakajima,Japanese,team_lotus,19,10,0,0,26,9,0,7,4.721,36
1989,12,monza,True,False,False,False,False,caffi,Italian,dallara,20,11,4,0,15,8,0,8,4.876,25
1989,12,monza,True,False,False,False,False,grouillard,French,ligier,21,18,1,0,21,3,0,12,4.949,31
1989,12,monza,True,False,False,False,False,gachot,Belgian,onyx,22,15,0,0,0,2,0,14,4.964,26
1989,12,monza,True,False,False,False,False,arnoux,French,ligier,23,9,2,0,20,3,0,12,4.965,41
1989,12,monza,True,False,False,False,False,larini,Italian,osella,24,22,0,0,0,0,0,17,5.053,25
1989,12,monza,True,False,False,False,False,gugelmin,Brazilian,march,25,24,4,0,13,4,0,10,5.203,26
1989,12,monza,True,False,False,False,False,sala,Spanish,minardi,26,8,1,0,25,3,0,13,5.573,30
