season,round,circuit_id,weather_warm,weather_cold,weather_dry,weather_wet,weather_cloudy,driver,nationality,constructor,grid,podium,driver_points,driver_wins,driver_standings_pos,constructor_points,constructor_wins,constructor_standings_pos,qualifying_time,driver_age
1986,6,villeneuve,False,False,True,False,False,mansell,British,williams,1,1,18,1,3,33,2,2,0.0,32
1986,6,villeneuve,False,False,True,False,False,senna,Brazilian,team_lotus,2,5,25,1,1,25,1,3,0.07,26
1986,6,villeneuve,False,False,True,False,False,piquet,Brazilian,williams,3,3,15,1,4,33,2,2,0.266,33
1986,6,villeneuve,False,False,True,False,False,prost,French,mclaren,4,2,23,2,2,34,2,1,1.074,31
1986,6,villeneuve,False,False,True,False,False,arnoux,French,ligier,5,6,5,0,9,12,0,4,1.106,37
1986,6,villeneuve,False,False,True,False,False,keke_rosberg,Finnish,mclaren,6,4,11,0,5,34,2,1,1.415,37
1986,6,villeneuve,False,False,True,False,False,berger,Austrian,benetton,7,17,6,0,8,8,0,6,2.321,26
1986,6,villeneuve,False,False,True,False,False,laffite,French,ligier,8,7,7,0,7,12,0,4,2.329,42
1986,6,villeneuve,False,False,True,False,False,patrese,Italian,brabham,9,13,1,0,13,1,0,8,2.365,32
1986,6,villeneuve,False,False,True,False,False,warwick,British,brabham,10,21,0,0,0,1,0,8,3.295,31
1986,6,villeneuve,False,False,True,False,False,alboreto,Italian,ferrari,11,8,3,0,10,10,0,5,3.377,29
1986,6,villeneuve,False,False,True,False,False,boutsen,Belgian,arrows,12,16,0,0,14,0,0,9,3.496,28
1986,6,villeneuve,False,False,True,False,False,jones,Australian,lola,13,10,0,0,20,0,0,10,3.94,39
1986,6,villeneuve,False,False,True,False,False,tambay,French,lola,14,25,0,0,16,0,0,10,3.984,36
1986,6,villeneuve,False,False,True,False,False,fabi,Italian,benetton,15,23,2,0,11,8,0,6,4.403,31
1986,6,villeneuve,False,False,True,False,False,dumfries,British,team_lotus,16,19,0,0,19,25,1,3,4.521,28
1986,6,villeneuve,False,False,True,False,False,streiff,French,tyrrell,17,11,0,0,15,2,0,7,4.763,30
1986,6,villeneuve,False,False,True,False,False,johansson,Swedish,ferrari,18,18,7,0,6,10,0,5,4.993,29
1986,6,villeneuve,False,False,True,False,False,brundle,British,tyrrell,19,9,2,0,12,2,0,7,5.535,27
1986,6,villeneuve,False,False,True,False,False,nannini,Italian,minardi,20,22,0,0,26,0,0,13,5.736,26
1986,6,villeneuve,False,False,True,False,False,cesaris,Italian,minardi,21,15,0,0,24,0,0,13,5.887,27
1986,6,villeneuve,False,False,True,False,False,palmer,British,zakspeed,22,20,0,0,21,0,0,11,7.361,29
1986,6,villeneuve,False,False,True,False,False,ghinzani,Italian,osella,23,14,0,0,22,0,0,12,7.995,34
1986,6,villeneuve,False,False,True,False,False,rothengatter,Dutch,zakspeed,24,12,0,0,25,0,0,11,17.318,31
