season,round,circuit_id,weather_warm,weather_cold,weather_dry,weather_wet,weather_cloudy,driver,nationality,constructor,grid,podium,driver_points,driver_wins,driver_standings_pos,constructor_points,constructor_wins,constructor_standings_pos,qualifying_time,driver_age
1993,14,estoril,False,False,False,False,False,damon_hill,British,williams,1,3,58,3,2,139,10,1,0.0,33
1993,14,estoril,False,False,False,False,False,prost,French,williams,2,2,81,7,1,139,10,1,0.189,38
1993,14,estoril,False,False,False,False,False,hakkinen,Finnish,mclaren,3,22,0,0,0,60,3,3,0.949,24
1993,14,estoril,False,False,False,False,False,senna,Brazilian,mclaren,4,24,53,3,3,60,3,3,0.997,33
1993,14,estoril,False,False,False,False,False,alesi,French,ferrari,5,4,10,0,8,20,0,5,1.607,29
1993,14,estoril,False,False,False,False,False,michael_schumacher,German,benetton,6,1,42,0,4,62,0,2,1.909,24
1993,14,estoril,False,False,False,False,False,patrese,Italian,benetton,7,16,20,0,5,62,0,2,2.369,39
1993,14,estoril,False,False,False,False,False,berger,Austrian,ferrari,8,21,10,0,10,20,0,5,2.439,34
1993,14,estoril,False,False,False,False,False,warwick,British,footwork,9,15,4,0,15,4,0,9,2.894,39
1993,14,estoril,False,False,False,False,False,blundell,British,ligier,10,19,10,0,9,21,0,4,3.083,27
1993,14,estoril,False,False,False,False,False,brundle,British,ligier,11,6,11,0,6,21,0,4,3.214,34
1993,14,estoril,False,False,False,False,False,lehto,Finnish,sauber,12,7,5,0,13,10,0,7,3.339,27
1993,14,estoril,False,False,False,False,False,wendlinger,Austrian,sauber,13,5,5,0,14,10,0,7,3.522,24
1993,14,estoril,False,False,False,False,False,herbert,British,team_lotus,14,18,11,0,7,12,0,6,3.689,29
1993,14,estoril,False,False,False,False,False,barrichello,Brazilian,jordan,15,13,0,0,20,0,0,11,3.939,21
1993,14,estoril,False,False,False,False,False,suzuki,Japanese,footwork,16,23,0,0,23,4,0,9,3.997,33
1993,14,estoril,False,False,False,False,False,cesaris,Italian,tyrrell,17,12,0,0,25,0,0,13,4.41,34
1993,14,estoril,False,False,False,False,False,lamy,Portuguese,team_lotus,18,17,0,0,28,12,0,6,4.426,21
1993,14,estoril,False,False,False,False,False,martini,Italian,minardi,19,8,0,0,22,7,0,8,4.448,32
1993,14,estoril,False,False,False,False,False,alliot,French,larrousse,20,10,2,0,16,3,0,10,4.65,39
1993,14,estoril,False,False,False,False,False,katayama,Japanese,tyrrell,21,25,0,0,26,0,0,13,4.692,30
1993,14,estoril,False,False,False,False,False,comas,French,larrousse,22,11,1,0,19,3,0,10,4.923,29
1993,14,estoril,False,False,False,False,False,naspetti,Italian,jordan,23,26,0,0,0,0,0,11,5.072,25
1993,14,estoril,False,False,False,False,False,fittipaldi,Brazilian,minardi,24,9,5,0,12,7,0,8,5.157,22
1993,14,estoril,False,False,False,False,False,alboreto,Italian,lola,25,20,0,0,27,0,0,12,5.624,36
1993,14,estoril,False,False,False,False,False,badoer,Italian,lola,26,14,0,0,21,0,0,12,6.245,22
