season,round,circuit_id,weather_warm,weather_cold,weather_dry,weather_wet,weather_cloudy,driver,nationality,constructor,grid,podium,driver_points,driver_wins,driver_standings_pos,constructor_points,constructor_wins,constructor_standings_pos,qualifying_time,driver_age
1987,3,spa,False,True,False,False,True,mansell,British,williams,1,14,10,1,1,16,1,1,0.0,33
1987,3,spa,False,True,False,False,True,piquet,Brazilian,williams,2,17,6,0,5,16,1,1,1.39,34
1987,3,spa,False,True,False,False,True,senna,Brazilian,team_lotus,3,15,6,0,4,7,0,3,1.4,27
1987,3,spa,False,True,False,False,True,berger,Austrian,ferrari,4,23,3,0,7,7,0,4,1.425,27
1987,3,spa,False,True,False,False,True,alboreto,Italian,ferrari,5,19,4,0,6,7,0,4,1.485,30
1987,3,spa,False,True,False,False,True,prost,French,mclaren,6,1,9,1,2,16,1,2,2.16,32
1987,3,spa,False,True,False,False,True,boutsen,Belgian,benetton,7,13,2,0,8,2,0,6,2.274,29
1987,3,spa,False,True,False,False,True,patrese,Italian,brabham,8,22,0,0,13,0,0,8,3.038,33
1987,3,spa,False,True,False,False,True,fabi,Italian,benetton,9,11,0,0,20,2,0,6,3.313,32
1987,3,spa,False,True,False,False,True,johansson,Swedish,mclaren,10,2,7,0,3,16,1,2,3.755,30
1987,3,spa,False,True,False,False,True,cheever,American,arrows,11,4,0,0,19,0,0,10,3.873,29
1987,3,spa,False,True,False,False,True,warwick,British,arrows,12,21,0,0,16,0,0,10,4.333,32
1987,3,spa,False,True,False,False,True,cesaris,Italian,brabham,13,3,0,0,21,0,0,8,5.075,27
1987,3,spa,False,True,False,False,True,nannini,Italian,minardi,14,24,0,0,22,0,0,13,6.106,27
1987,3,spa,False,True,False,False,True,satoru_nakajima,Japanese,team_lotus,15,5,1,0,10,7,0,3,6.623,34
1987,3,spa,False,True,False,False,True,arnoux,French,ligier,16,6,0,0,27,0,0,15,7.091,38
1987,3,spa,False,True,False,False,True,ghinzani,Italian,ligier,17,7,0,0,26,0,0,15,7.265,35
1987,3,spa,False,True,False,False,True,brundle,British,zakspeed,18,12,2,0,9,2,0,5,8.407,27
1987,3,spa,False,True,False,False,True,campos,Spanish,minardi,19,25,0,0,23,0,0,13,8.737,26
1987,3,spa,False,True,False,False,True,danner,German,zakspeed,20,20,0,0,11,2,0,5,9.046,29
1987,3,spa,False,True,False,False,True,capelli,Italian,march,21,16,0,0,25,0,0,14,10.01,23
1987,3,spa,False,True,False,False,True,alliot,French,larrousse,22,8,0,0,15,0,0,9,10.321,32
1987,3,spa,False,True,False,False,True,streiff,French,tyrrell,23,9,0,0,12,0,0,7,11.072,31
1987,3,spa,False,True,False,False,True,palmer,British,tyrrell,24,26,0,0,14,0,0,7,12.651,30
1987,3,spa,False,True,False,False,True,fabre,French,ags,25,10,0,0,17,0,0,11,15.335,27
1987,3,spa,False,True,False,False,True,caffi,Italian,osella,26,18,0,0,18,0,0,12,20.06,23
