season,round,circuit_id,weather_warm,weather_cold,weather_dry,weather_wet,weather_cloudy,driver,nationality,constructor,grid,podium,driver_points,driver_wins,driver_standings_pos,constructor_points,constructor_wins,constructor_standings_pos,qualifying_time,driver_age
1994,11,spa,True,False,False,False,False,barrichello,Brazilian,jordan,1,19,10,0,5,14,0,5,0.0,22
1994,11,spa,True,False,False,False,False,michael_schumacher,German,benetton,2,14,76,7,1,81,7,1,0.331,25
1994,11,spa,True,False,False,False,False,damon_hill,British,williams,3,1,45,2,2,49,2,3,0.518,33
1994,11,spa,True,False,False,False,False,irvine,British,jordan,4,13,1,0,24,14,0,5,0.911,28
1994,11,spa,True,False,False,False,False,alesi,French,ferrari,5,26,19,0,4,52,1,2,1.039,30
1994,11,spa,True,False,False,False,False,verstappen,Dutch,benetton,6,3,4,0,15,81,7,1,1.055,22
1994,11,spa,True,False,False,False,False,coulthard,British,williams,7,4,4,0,19,49,2,3,1.196,23
1994,11,spa,True,False,False,False,False,hakkinen,Finnish,mclaren,8,2,8,0,7,17,0,4,1.278,25
1994,11,spa,True,False,False,False,False,frentzen,German,sauber,9,24,5,0,12,10,0,8,1.471,27
1994,11,spa,True,False,False,False,False,martini,Italian,minardi,10,8,4,0,18,5,0,10,2.163,33
1994,11,spa,True,False,False,False,False,berger,Austrian,ferrari,11,22,27,1,3,52,1,2,2.732,35
1994,11,spa,True,False,False,False,False,blundell,British,tyrrell,12,5,6,0,10,11,0,7,2.885,28
1994,11,spa,True,False,False,False,False,brundle,British,mclaren,13,18,9,0,6,17,0,4,2.954,35
1994,11,spa,True,False,False,False,False,morbidelli,Italian,footwork,14,6,2,0,20,8,0,9,3.951,26
1994,11,spa,True,False,False,False,False,cesaris,Italian,sauber,15,17,4,0,17,10,0,8,4.532,35
1994,11,spa,True,False,False,False,False,bernard,French,ligier,16,10,4,0,14,11,0,6,4.881,30
1994,11,spa,True,False,False,False,False,panis,French,ligier,17,7,7,0,8,11,0,6,4.916,27
1994,11,spa,True,False,False,False,False,alboreto,Italian,minardi,18,9,1,0,22,5,0,10,5.575,37
1994,11,spa,True,False,False,False,False,alliot,French,larrousse,19,23,0,0,0,2,0,11,5.738,40
1994,11,spa,True,False,False,False,False,herbert,British,team_lotus,20,12,0,0,25,0,0,12,5.992,30
1994,11,spa,True,False,False,False,False,brabham,Australian,simtek,21,16,0,0,30,0,0,13,6.049,28
1994,11,spa,True,False,False,False,False,comas,French,larrousse,22,25,2,0,21,2,0,11,6.993,30
1994,11,spa,True,False,False,False,False,katayama,Japanese,tyrrell,23,20,5,0,13,11,0,7,7.816,31
1994,11,spa,True,False,False,False,False,fittipaldi,Brazilian,footwork,24,15,6,0,11,8,0,9,9.768,23
1994,11,spa,True,False,False,False,False,gounon,French,simtek,25,11,0,0,29,0,0,13,10.592,31
1994,11,spa,True,False,False,False,False,adams,Belgian,team_lotus,26,21,0,0,0,0,0,12,12.722,24
